"","AT5G61380","AT1G01060"
"GSM265473.CEL",9.66186718976876,7.02261331474317
"GSM265474.CEL",9.80507546293351,7.04346224610795
"GSM265530.CEL",8.42127803419969,10.3230325131562
"GSM265531.CEL",8.30423875892923,10.6794340161377
"GSM265532.CEL",8.21244314595148,11.1048078522186
"GSM265533.CEL",8.15248193723434,11.0078746771102
"GSM265534.CEL",8.32719125552696,10.9847716409772
"GSM265535.CEL",8.02962242670878,10.5861555512928
"GSM265536.CEL",8.34837889587229,10.4255273035675
"GSM265537.CEL",7.92449996916415,10.4644524611102
"GSM265538.CEL",8.08792608895017,10.9303275442123
"GSM265539.CEL",8.35173786722618,10.6957545248596
"GSM10445.CEL",9.04022729228799,8.00427380905389
"GSM10446.CEL",9.00656319184012,7.53274234814045
"GSM10448.CEL",8.73589811670152,7.71518392552017
"GSM10449.CEL",8.78544242135402,7.94179123433186
"GSM10451.CEL",8.57146651477963,8.30515818339786
"GSM10453.CEL",8.57210109201365,8.28863381038241
"GSM10454.CEL",8.82555423491925,8.24071151167502
"GSM10456.CEL",9.34582938613685,8.36824585956242
"GSM10457.CEL",8.13711938308962,7.40200771493799
"GSM10458.CEL",7.48009323274885,8.56592294816187
"GSM10477.CEL",9.38597426688645,7.34930168718075
"GSM10478.CEL",9.21704600975384,8.32968406274462
"GSM10479.CEL",8.91003163908645,7.85526418410465
"GSM10480.CEL",9.01609831380001,8.12861714786981
"GSM10481.CEL",8.50514065623446,7.66642529837587
"GSM10482.CEL",8.97115987031755,7.8854357408564
"GSM10483.CEL",9.63878294907141,7.35100334491877
"GSM10484.CEL",9.37590800509783,7.81737470433168
"GSM147965.CEL",8.42664144661947,8.18856518058405
"GSM147966.CEL",8.54736448892441,8.16243875208668
"GSM265846.CEL",9.43949021601929,5.59534555930409
"GSM265847.CEL",9.52121015610784,5.99000041030215
"GSM265848.CEL",9.79239268123373,5.60274898137471
"GSM265849.CEL",9.86053583981872,5.89708325921578
"GSM265850.CEL",10.2372046755322,5.9129284594316
"GSM265851.CEL",10.3163690322957,6.01320489693423
"GSM265852.CEL",9.71262210531991,5.77708569569967
"GSM265853.CEL",9.49380192068717,6.00557032485143
"GSM265854.CEL",9.46521075959674,6.10143258225913
"GSM265855.CEL",9.37767762171052,6.76684354969289
