"","AT1G26600","AT2G17950"
"GSM297398.CEL",4.43973917119591,4.06282086541671
"GSM297822.CEL",4.67288937755611,4.06479069875748
"GSM297823.CEL",4.90634243099881,4.01176715000424
"GSM297824.CEL",5.54873579205673,4.23965125317042
"GSM297825.CEL",5.64281257851766,4.0992482645843
"GSM297826.CEL",5.17332464068911,4.10172365042974
"GSM297827.CEL",5.87018269153718,4.26901711626263
"GSM297828.CEL",5.00600841559479,4.06539916010721
"GSM297829.CEL",4.55029402630627,4.03116065674851
"GSM297830.CEL",5.79111177670765,3.77046570939545
"GSM297831.CEL",5.00187856610028,4.17553902033541
"GSM297832.CEL",5.18843195448105,4.12335209309952
"GSM297833.CEL",5.6363708890882,3.76650079657052
"GSM297834.CEL",4.5146363479997,4.17843908182535
"GSM297835.CEL",4.75894123343586,4.15622690508293
"GSM297836.CEL",5.63903550261024,4.32926914205959
"GSM297837.CEL",5.57204511036495,4.42307033424443
"GSM297838.CEL",5.56080965097327,4.31945533413997
"GSM297839.CEL",5.47506570097781,4.11611091960994
"GSM297840.CEL",5.18514442957877,4.03371225747564
"GSM297841.CEL",5.50725094418645,3.96627317415144
"GSM297842.CEL",5.59802494713371,3.95427230218921
"GSM297843.CEL",5.41300210515923,4.03808321584824
"GSM297894.CEL",4.57268063257142,3.98635901799862
"GSM297895.CEL",4.93316263378113,3.90049652924693
"GSM297896.CEL",4.70527534307567,3.97348612749674
"GSM297897.CEL",4.86382716907639,3.95967621658312
"GSM298415.CEL",4.06359104939496,4.04161955112131
"GSM298418.CEL",4.72581155348107,4.03108851135543
"GSM298420.CEL",4.71594633806955,3.78962806547195
"GSM298424.CEL",4.56687704680029,4.77581071163704
"GSM298425.CEL",4.54501869202401,3.87177217390409
"GSM298427.CEL",5.69533592619548,5.44582878531282
"GSM298428.CEL",4.96988460373469,3.80129851026137
"GSM298429.CEL",6.5063480300905,5.35434999329562
"GSM298470.CEL",4.91135082231525,4.09069481576972
"GSM298471.CEL",4.90111707433578,4.06020017338272
"GSM298472.CEL",5.20169512143335,3.71322404105117
"GSM298473.CEL",5.26559249542713,3.83861984738682
"GSM298474.CEL",4.81975338712492,3.94450315222891
"GSM298475.CEL",4.95069930181191,3.73479691327036
"GSM298476.CEL",4.93295459716706,3.66543254742935
"GSM298479.CEL",5.0533047817012,3.8818598242423
"GSM298481.CEL",5.47034376736958,3.87718471425711
"GSM298482.CEL",5.38319085653438,3.91536851750156
